valid_time,basin_avg_dis24_m3s
7/9/1979,7.210924
7/10/1979,8.809937
7/11/1979,12.38118
7/12/1979,24.234888
7/13/1979,53.63936
7/14/1979,66.66864
7/15/1979,64.93316
7/16/1979,64.44627
7/17/1979,63.889088
7/18/1979,60.831337
7/19/1979,55.98486
7/20/1979,51.093803
7/21/1979,48.665775
7/22/1979,47.683533
7/23/1979,46.87276
7/24/1979,47.024693
7/25/1979,47.505234
7/26/1979,50.35101
7/27/1979,55.33606
7/28/1979,61.15501
7/29/1979,61.957092
7/30/1979,57.82192
7/31/1979,52.482838
8/1/1979,46.98745
8/2/1979,41.640434
8/3/1979,37.067142
8/4/1979,34.077263
8/5/1979,32.3383
8/6/1979,30.053837
8/7/1979,27.152203
8/8/1979,24.354328
8/9/1979,21.7894
8/10/1979,19.475605
8/11/1979,17.48729
8/12/1979,15.886227
8/13/1979,14.833927
8/14/1979,14.738666
8/15/1979,15.14675
8/16/1979,15.0968
8/17/1979,14.427192
8/18/1979,13.410163
8/19/1979,12.236345
8/20/1979,11.185746
8/21/1979,10.348095
8/22/1979,9.662781
8/23/1979,9.304134
8/24/1979,9.551018
8/25/1979,10.358093
8/26/1979,11.664845
8/27/1979,13.283936
8/28/1979,14.966888
8/29/1979,16.592402
8/30/1979,17.763426
8/31/1979,18.2505
9/1/1979,18.141785
9/2/1979,17.931684
9/3/1979,18.057724
9/4/1979,18.253077
9/5/1979,18.115744
9/6/1979,17.631975
9/7/1979,17.054432
9/8/1979,16.557426
9/9/1979,15.732782
9/10/1979,14.532788
9/11/1979,13.2670555
9/12/1979,12.049641
9/13/1979,11.029766
9/14/1979,23.322525
9/15/1979,82.27151
9/16/1979,102.3721
9/17/1979,92.90493
9/18/1979,84.872894
9/19/1979,78.48339
9/20/1979,70.07784
9/21/1979,59.864826
9/22/1979,53.511726
9/23/1979,51.296944
9/24/1979,49.379547
9/25/1979,45.263695
9/26/1979,39.469803
9/27/1979,35.703396
9/28/1979,32.067505
9/29/1979,30.154213
9/30/1979,32.338043
10/1/1979,34.8212
10/2/1979,35.4793
10/3/1979,31.716848
10/4/1979,28.220667
10/5/1979,22.74231
10/6/1979,18.761698
10/7/1979,16.04149
10/8/1979,14.109524
10/9/1979,12.845437
10/10/1979,11.731812
10/11/1979,10.691939
10/12/1979,9.888224
10/13/1979,9.21172
10/14/1979,8.577167
10/15/1979,8.033436
10/16/1979,7.583711
10/17/1979,7.2037864
10/18/1979,6.8820567
10/19/1979,6.596705
10/20/1979,6.3410244
10/21/1979,6.132138
10/22/1979,5.9793553
10/23/1979,5.869036
10/24/1979,5.8850255
10/25/1979,6.1440387
10/26/1979,6.526716
10/27/1979,6.712894
10/28/1979,6.7747464
10/29/1979,6.8170066
10/30/1979,6.756207
10/31/1979,6.5924144
11/1/1979,6.513709
11/2/1979,7.103249
11/3/1979,9.1109
11/4/1979,11.419703
11/5/1979,13.6364155
11/6/1979,15.038213
11/7/1979,14.787039
11/8/1979,13.889896
11/9/1979,12.607203
11/10/1979,11.314807
11/11/1979,10.448929
11/12/1979,11.210343
11/13/1979,14.226495
11/14/1979,19.952032
11/15/1979,23.99285
11/16/1979,23.999407
11/17/1979,21.467617
11/18/1979,18.103613
11/19/1979,15.269119
11/20/1979,13.142905
11/21/1979,11.510673
11/22/1979,10.218061
11/23/1979,9.144687
11/24/1979,8.638075
11/25/1979,10.724471
11/26/1979,20.847824
11/27/1979,53.979923
11/28/1979,70.31053
11/29/1979,75.679405
11/30/1979,77.04145
12/1/1979,70.954285
12/2/1979,61.62249
12/3/1979,51.589565
12/4/1979,42.697296
12/5/1979,36.52966
12/6/1979,31.256855
12/7/1979,25.893728
12/8/1979,25.054161
12/9/1979,26.302002
12/10/1979,25.52051
12/11/1979,22.866446
12/12/1979,19.912403
12/13/1979,16.907303
12/14/1979,14.690684
12/15/1979,16.339891
12/16/1979,22.608242
12/17/1979,31.34421
12/18/1979,34.868576
12/19/1979,34.235348
12/20/1979,31.172335
12/21/1979,27.065685
12/22/1979,23.23969
12/23/1979,20.058128
12/24/1979,17.68796
12/25/1979,16.507908
12/26/1979,17.46168
12/27/1979,20.342752
12/28/1979,23.912592
12/29/1979,24.915344
12/30/1979,23.587759
12/31/1979,21.902336
1/1/1980,20.470667
1/2/1980,19.49938
1/3/1980,18.85843
1/4/1980,18.245817
1/5/1980,17.547415
1/6/1980,17.507961
1/7/1980,18.346989
1/8/1980,19.765814
1/9/1980,20.174303
1/10/1980,19.350307
1/11/1980,18.780117
1/12/1980,26.182589
1/13/1980,44.7106
1/14/1980,61.41931
1/15/1980,66.58935
1/16/1980,64.0944
1/17/1980,58.529984
1/18/1980,54.71859
1/19/1980,58.60546
1/20/1980,65.664536
1/21/1980,67.78778
1/22/1980,63.692303
1/23/1980,57.853706
1/24/1980,58.864555
1/25/1980,67.94808
1/26/1980,72.64265
1/27/1980,71.0951
1/28/1980,69.01757
1/29/1980,65.39289
1/30/1980,58.614693
1/31/1980,50.995117
2/1/1980,43.495872
2/2/1980,39.94894
2/3/1980,37.885902
2/4/1980,35.47061
2/5/1980,32.175896
2/6/1980,28.573214
2/7/1980,25.852655
2/8/1980,25.788078
2/9/1980,26.647669
2/10/1980,29.063364
2/11/1980,48.754047
2/12/1980,72.303055
2/13/1980,81.61801
2/14/1980,78.1339
2/15/1980,71.63841
2/16/1980,62.68364
2/17/1980,54.022667
2/18/1980,47.14189
2/19/1980,43.422333
2/20/1980,41.000835
2/21/1980,38.02221
2/22/1980,34.264492
2/23/1980,28.892675
2/24/1980,26.138412
2/25/1980,24.423279
2/26/1980,22.405602
2/27/1980,20.298279
2/28/1980,18.222284
2/29/1980,16.26441
3/1/1980,14.475281
3/2/1980,13.276716
3/3/1980,14.763628
3/4/1980,17.877213
3/5/1980,21.498112
3/6/1980,24.670444
3/7/1980,33.18024
3/8/1980,45.633312
3/9/1980,63.26047
3/10/1980,83.45939
3/11/1980,96.72096
3/12/1980,97.34998
3/13/1980,94.20191
3/14/1980,98.33954
3/15/1980,100.89602
3/16/1980,97.19994
3/17/1980,92.45302
3/18/1980,93.66545
3/19/1980,112.71994
3/20/1980,118.88436
3/21/1980,119.15744
3/22/1980,132.12637
3/23/1980,126.734726
3/24/1980,120.89252
3/25/1980,112.543205
3/26/1980,106.865204
3/27/1980,106.15339
3/28/1980,106.96562
3/29/1980,126.00983
3/30/1980,169.40819
3/31/1980,202.98988
4/1/1980,219.18652
4/2/1980,217.42622
4/3/1980,205.58565
4/4/1980,194.91537
4/5/1980,182.01949
4/6/1980,168.1712
4/7/1980,151.5265
4/8/1980,140.18475
4/9/1980,136.21071
4/10/1980,134.82248
4/11/1980,127.88655
4/12/1980,118.19705
4/13/1980,129.95796
4/14/1980,200.00189
4/15/1980,268.2359
4/16/1980,301.3891
4/17/1980,283.3152
4/18/1980,248.77644
4/19/1980,211.61443
4/20/1980,187.47058
4/21/1980,168.49185
4/22/1980,148.63834
4/23/1980,130.70607
4/24/1980,111.88585
4/25/1980,94.14556
4/26/1980,81.22614
4/27/1980,74.32572
4/28/1980,76.77019
4/29/1980,81.06234
4/30/1980,81.16521
5/1/1980,76.93362
5/2/1980,71.74163
5/3/1980,65.42962
5/4/1980,59.87802
5/5/1980,56.10082
5/6/1980,52.998005
5/7/1980,48.045662
5/8/1980,43.21168
5/9/1980,38.354652
5/10/1980,34.989258
5/11/1980,32.919205
5/12/1980,30.403822
5/13/1980,27.646858
5/14/1980,25.01781
5/15/1980,22.776339
5/16/1980,22.890976
5/17/1980,34.8288
5/18/1980,90.95353
5/19/1980,175.11685
5/20/1980,204.83086
5/21/1980,213.14838
5/22/1980,208.1993
5/23/1980,196.28014
5/24/1980,196.1522
5/25/1980,188.43375
5/26/1980,169.47557
5/27/1980,152.70966
5/28/1980,137.32118
5/29/1980,116.8808
5/30/1980,98.63258
5/31/1980,85.85039
6/1/1980,74.29682
6/2/1980,64.49401
6/3/1980,56.455853
6/4/1980,49.489475
6/5/1980,42.60252
6/6/1980,37.78565
6/7/1980,33.388546
6/8/1980,29.329771
6/9/1980,26.025583
6/10/1980,23.284029
6/11/1980,20.982405
6/12/1980,18.917828
6/13/1980,16.956282
6/14/1980,15.141408
6/15/1980,13.497869
6/16/1980,12.069733
6/17/1980,10.863099
6/18/1980,9.867876
6/19/1980,9.106245
6/20/1980,8.692385
6/21/1980,9.210249
6/22/1980,10.834575
6/23/1980,12.5238285
6/24/1980,14.206903
6/25/1980,16.218075
6/26/1980,18.563498
6/27/1980,20.821432
6/28/1980,22.996006
6/29/1980,24.318005
6/30/1980,23.834925
7/1/1980,22.239637
7/2/1980,20.254074
7/3/1980,18.246655
7/4/1980,16.481352
7/5/1980,14.901527
7/6/1980,13.453179
7/7/1980,12.137333
7/8/1980,11.037889
7/9/1980,10.334575
7/10/1980,9.806509
7/11/1980,9.239124
7/12/1980,8.636793
7/13/1980,8.033625
7/14/1980,7.5133853
7/15/1980,7.1086736
7/16/1980,6.804944
7/17/1980,6.6354165
7/18/1980,6.5984187
7/19/1980,6.627078
7/20/1980,6.8205147
7/21/1980,7.7896967
7/22/1980,10.251242
7/23/1980,15.436717
7/24/1980,22.766003
7/25/1980,28.3784
7/26/1980,29.486048
7/27/1980,28.084414
7/28/1980,27.082523
7/29/1980,27.46713
7/30/1980,30.591862
7/31/1980,32.867687
8/1/1980,31.21319
8/2/1980,28.062096
8/3/1980,25.279442
8/4/1980,22.861723
8/5/1980,20.729733
8/6/1980,18.910892
8/7/1980,17.259176
8/8/1980,15.73486
8/9/1980,14.382152
8/10/1980,13.202963
8/11/1980,12.188984
8/12/1980,11.359672
8/13/1980,10.706715
8/14/1980,10.109969
8/15/1980,9.649004
8/16/1980,9.391057
8/17/1980,9.357756
8/18/1980,9.354558
8/19/1980,9.130047
8/20/1980,8.701857
8/21/1980,8.191345
8/22/1980,7.7150126
8/23/1980,7.3466644
8/24/1980,6.983525
8/25/1980,6.634769
8/26/1980,6.391664
8/27/1980,6.266799
8/28/1980,6.3653255
8/29/1980,6.7024636
8/30/1980,7.1837893
8/31/1980,7.6875405
9/1/1980,8.145023
9/2/1980,8.404914
9/3/1980,8.477655
9/4/1980,8.650219
9/5/1980,9.208927
9/6/1980,10.867431
9/7/1980,13.032154
9/8/1980,14.00923
9/9/1980,13.683236
9/10/1980,12.986264
9/11/1980,12.289927
9/12/1980,11.596408
9/13/1980,10.910892
9/14/1980,10.339918
9/15/1980,9.706634
9/16/1980,9.03689
9/17/1980,8.42595
9/18/1980,8.130168
9/19/1980,8.22516
9/20/1980,8.385754
9/21/1980,8.565307
9/22/1980,8.627496
9/23/1980,8.508568
9/24/1980,8.258392
9/25/1980,7.9214835
9/26/1980,7.587287
9/27/1980,7.3605623
9/28/1980,7.2668123
9/29/1980,7.15428
9/30/1980,7.0112534
10/1/1980,7.8928514
10/2/1980,10.41297
10/3/1980,15.482594
10/4/1980,20.351725
10/5/1980,21.978626
10/6/1980,23.50912
10/7/1980,23.887953
10/8/1980,20.475348
10/9/1980,16.43325
10/10/1980,13.714176
10/11/1980,11.999056
10/12/1980,10.586949
10/13/1980,9.387832
10/14/1980,8.481987
10/15/1980,7.806158
10/16/1980,7.254075
10/17/1980,6.7900476
10/18/1980,6.437851
10/19/1980,6.2808585
10/20/1980,6.9614367
10/21/1980,9.372045
10/22/1980,12.897035
10/23/1980,15.467063
10/24/1980,14.943302
10/25/1980,13.53125
10/26/1980,12.542503
10/27/1980,12.105921
10/28/1980,11.866985
10/29/1980,12.921632
10/30/1980,18.385174
10/31/1980,26.263681
11/1/1980,31.766947
11/2/1980,32.03921
11/3/1980,29.58042
11/4/1980,26.609266
11/5/1980,23.645267
11/6/1980,20.847502
11/7/1980,18.317034
11/8/1980,16.105381
11/9/1980,14.1981325
11/10/1980,12.58247
11/11/1980,11.2055
11/12/1980,10.002671
11/13/1980,9.008798
11/14/1980,8.25027
11/15/1980,7.9209576
11/16/1980,8.285433
11/17/1980,9.183803
11/18/1980,10.240447
11/19/1980,11.808182
11/20/1980,13.614934
11/21/1980,15.2490015
11/22/1980,15.703125
11/23/1980,14.760551
11/24/1980,14.228843
11/25/1980,16.049898
11/26/1980,18.258312
11/27/1980,21.9871
11/28/1980,37.736885
11/29/1980,49.485535
11/30/1980,52.759605
12/1/1980,51.381718
12/2/1980,46.871735
12/3/1980,41.615746
12/4/1980,36.410866
12/5/1980,31.289507
12/6/1980,26.626673
12/7/1980,23.063553
12/8/1980,20.166424
12/9/1980,17.736912
12/10/1980,15.726576
12/11/1980,15.174682
12/12/1980,17.4616
12/13/1980,20.625755
12/14/1980,22.344316
12/15/1980,21.951641
12/16/1980,20.095234
12/17/1980,17.997543
12/18/1980,16.143728
12/19/1980,14.604058
12/20/1980,13.264681
12/21/1980,12.05659
12/22/1980,10.9749565
12/23/1980,9.9945755
12/24/1980,9.128805
12/25/1980,8.469074
12/26/1980,8.277796
12/27/1980,8.34734
12/28/1980,8.29021
12/29/1980,8.205176
12/30/1980,8.15428
12/31/1980,7.9599524
1/1/1981,7.5812016
1/2/1981,7.159974
1/3/1981,6.777445
1/4/1981,6.4594126
1/5/1981,6.1975927
1/6/1981,5.9797335
1/7/1981,5.8041344
1/8/1981,5.765814
1/9/1981,6.3724093
1/10/1981,7.492984
1/11/1981,8.705877
1/12/1981,10.141273
1/13/1981,10.513385
1/14/1981,9.84885
1/15/1981,9.044662
1/16/1981,8.334197
1/17/1981,7.6979165
1/18/1981,7.14049
1/19/1981,6.7006154
1/20/1981,6.3705473
1/21/1981,6.2529683
1/22/1981,6.923818
1/23/1981,8.350847
1/24/1981,9.372869
1/25/1981,10.59661
1/26/1981,11.55767
1/27/1981,10.976387
1/28/1981,9.92112
1/29/1981,8.941009
1/30/1981,8.309478
1/31/1981,8.14551
2/1/1981,8.171039
2/2/1981,8.261739
2/3/1981,11.356676
2/4/1981,19.439577
2/5/1981,27.888466
2/6/1981,30.768297
2/7/1981,32.622948
2/8/1981,38.700455
2/9/1981,43.916206
2/10/1981,43.529198
2/11/1981,77.041046
2/12/1981,114.64956
2/13/1981,130.50998
2/14/1981,120.78146
2/15/1981,117.06687
2/16/1981,108.502266
2/17/1981,98.18372
2/18/1981,91.940796
2/19/1981,85.275314
2/20/1981,78.53848
2/21/1981,71.32675
2/22/1981,60.89605
2/23/1981,52.71373
2/24/1981,46.166344
2/25/1981,40.537403
2/26/1981,35.52337
2/27/1981,31.120358
2/28/1981,27.414831
3/1/1981,24.265383
3/2/1981,21.424114
3/3/1981,19.310179
3/4/1981,19.001781
3/5/1981,20.377213
3/6/1981,28.049978
3/7/1981,40.47679
3/8/1981,47.34332
3/9/1981,47.759285
3/10/1981,47.358322
3/11/1981,43.07907
3/12/1981,36.155388
3/13/1981,30.295338
3/14/1981,24.820326
3/15/1981,21.454016
3/16/1981,19.52812
3/17/1981,17.268297
3/18/1981,15.342293
3/19/1981,13.903605
3/20/1981,13.124083
3/21/1981,13.283895
3/22/1981,13.995736
3/23/1981,15.363288
3/24/1981,23.670769
3/25/1981,39.308075
3/26/1981,45.743793
3/27/1981,42.268673
3/28/1981,36.657547
3/29/1981,31.710438
3/30/1981,27.847635
3/31/1981,32.691334
4/1/1981,61.86437
4/2/1981,98.07535
4/3/1981,115.82616
4/4/1981,115.77747
4/5/1981,105.747574
4/6/1981,94.47053
4/7/1981,84.8057
4/8/1981,78.05262
4/9/1981,70.211784
4/10/1981,61.854057
4/11/1981,53.968967
4/12/1981,47.635307
4/13/1981,41.713676
4/14/1981,36.326694
4/15/1981,31.879696
4/16/1981,28.021751
4/17/1981,24.615068
4/18/1981,21.783516
4/19/1981,19.554081
4/20/1981,17.681347
4/21/1981,15.948402
4/22/1981,14.377699
4/23/1981,13.291127
4/24/1981,12.677731
4/25/1981,12.418987
4/26/1981,13.238342
4/27/1981,14.161917
4/28/1981,14.11399
4/29/1981,13.367606
4/30/1981,12.305807
5/1/1981,11.387575
5/2/1981,11.024989
5/3/1981,10.913428
5/4/1981,10.608754
5/5/1981,10.02283
5/6/1981,15.066818
5/7/1981,22.740068
5/8/1981,27.944408
5/9/1981,30.31563
5/10/1981,29.829718
5/11/1981,28.082523
5/12/1981,26.611885
5/13/1981,25.288807
5/14/1981,23.315252
5/15/1981,21.062716
5/16/1981,19.107838
5/17/1981,17.570217
5/18/1981,15.892379
5/19/1981,14.204016
5/20/1981,13.206336
5/21/1981,15.265814
5/22/1981,19.125864
5/23/1981,21.339163
5/24/1981,20.960222
5/25/1981,19.152094
5/26/1981,17.305645
5/27/1981,16.436312
5/28/1981,18.510147
5/29/1981,21.75162
5/30/1981,22.85924
5/31/1981,22.62651
6/1/1981,22.211033
6/2/1981,21.124191
6/3/1981,20.25966
6/4/1981,20.53681
6/5/1981,21.204393
6/6/1981,21.475712
6/7/1981,21.344883
6/8/1981,21.262413
6/9/1981,22.116364
6/10/1981,23.15096
6/11/1981,23.19716
6/12/1981,22.995142
6/13/1981,23.217293
6/14/1981,23.276987
6/15/1981,22.909056
6/16/1981,21.690954
6/17/1981,20.036215
6/18/1981,18.37392
6/19/1981,16.732027
6/20/1981,15.158355
6/21/1981,13.722366
6/22/1981,12.375378
6/23/1981,11.097366
6/24/1981,10.0538645
6/25/1981,9.364853
6/26/1981,8.9204445
6/27/1981,8.6336355
6/28/1981,8.496923
6/29/1981,8.399017
6/30/1981,8.236453
7/1/1981,8.016299
7/2/1981,7.7465186
7/3/1981,8.812985
7/4/1981,18.45844
7/5/1981,28.275826
7/6/1981,30.864286
7/7/1981,32.450832
7/8/1981,33.54555
7/9/1981,31.95585
7/10/1981,28.400745
7/11/1981,25.41251
7/12/1981,23.732325
7/13/1981,22.627968
7/14/1981,21.229113
7/15/1981,19.471664
7/16/1981,17.554592
7/17/1981,15.75483
7/18/1981,14.152715
7/19/1981,12.713784
7/20/1981,11.421848
7/21/1981,10.330581
7/22/1981,9.421821
7/23/1981,8.65266
7/24/1981,7.983943
7/25/1981,7.429593
7/26/1981,7.005694
7/27/1981,6.810341
7/28/1981,6.885336
7/29/1981,7.012333
7/30/1981,7.1083493
7/31/1981,7.4714484
8/1/1981,8.019862
8/2/1981,8.256639
8/3/1981,8.350902
8/4/1981,8.507448
8/5/1981,8.602223
8/6/1981,8.702315
8/7/1981,8.722825
8/8/1981,8.579798
8/9/1981,8.592697
8/10/1981,8.932345
8/11/1981,9.138007
8/12/1981,9.070892
8/13/1981,8.9229
8/14/1981,8.751997
8/15/1981,8.578017
8/16/1981,8.484294
8/17/1981,8.382637
8/18/1981,8.26182
8/19/1981,8.592833
8/20/1981,9.966456
8/21/1981,12.036863
8/22/1981,14.430146
8/23/1981,15.661377
8/24/1981,15.337584
8/25/1981,14.368307
8/26/1981,13.253603
8/27/1981,12.147533
8/28/1981,11.167894
8/29/1981,10.417503
8/30/1981,9.910163
8/31/1981,9.809342
9/1/1981,10.335371
9/2/1981,11.124366
9/3/1981,11.586545
9/4/1981,12.232014
9/5/1981,13.338069
9/6/1981,14.080419
9/7/1981,13.992269
9/8/1981,13.386888
9/9/1981,12.632961
9/10/1981,11.789049
9/11/1981,10.907437
9/12/1981,10.040142
9/13/1981,9.218008
9/14/1981,8.485927
9/15/1981,7.9625835
9/16/1981,7.8903685
9/17/1981,8.479909
9/18/1981,9.442155
9/19/1981,10.102061
9/20/1981,10.445137
9/21/1981,10.435273
9/22/1981,10.031735
9/23/1981,9.401014
9/24/1981,8.688742
9/25/1981,8.016758
9/26/1981,7.4542584
9/27/1981,6.991675
9/28/1981,6.612748
9/29/1981,6.296956
9/30/1981,6.0229516
10/1/1981,5.78689
10/2/1981,5.592185
10/3/1981,5.423049
10/4/1981,5.2710896
10/5/1981,5.1404767
10/6/1981,5.028646
10/7/1981,4.936245
10/8/1981,4.8690767
10/9/1981,4.898667
10/10/1981,5.2213273
10/11/1981,6.1423116
10/12/1981,7.1961355
10/13/1981,8.228316
10/14/1981,9.115649
10/15/1981,9.315131
10/16/1981,8.870426
10/17/1981,8.252321
10/18/1981,7.675545
10/19/1981,7.2557344
10/20/1981,7.092495
10/21/1981,7.245264
10/22/1981,7.237681
10/23/1981,7.029186
10/24/1981,6.868739
10/25/1981,6.8066306
10/26/1981,7.404455
10/27/1981,9.830796
10/28/1981,13.53631
10/29/1981,17.252388
10/30/1981,19.428001
10/31/1981,19.522371
11/1/1981,18.50425
11/2/1981,16.863504
11/3/1981,15.175545
11/4/1981,13.6336355
11/5/1981,12.348433
11/6/1981,11.420526
11/7/1981,10.834737
11/8/1981,10.390247
11/9/1981,9.938849
11/10/1981,9.492174
11/11/1981,9.495223
11/12/1981,10.51128
11/13/1981,11.677623
11/14/1981,12.167341
11/15/1981,11.671173
11/16/1981,10.741378
11/17/1981,9.83734
11/18/1981,9.061218
11/19/1981,8.439159
11/20/1981,7.9163294
11/21/1981,7.452963
11/22/1981,7.060422
11/23/1981,6.7454934
11/24/1981,6.466267
11/25/1981,6.2087784
11/26/1981,6.000621
11/27/1981,5.850402
11/28/1981,5.730948
11/29/1981,5.6547523
11/30/1981,5.6574106
12/1/1981,5.6730084
12/2/1981,5.755856
12/3/1981,6.4186635
12/4/1981,7.800653
12/5/1981,9.350983
12/6/1981,10.756801
12/7/1981,10.781142
12/8/1981,9.934774
12/9/1981,8.994683
12/10/1981,8.453179
12/11/1981,8.095612
12/12/1981,7.5472527
12/13/1981,7.2955794
12/14/1981,7.507961
12/15/1981,8.50923
12/16/1981,11.466375
12/17/1981,15.878859
12/18/1981,19.698889
12/19/1981,20.836842
12/20/1981,20.654955
12/21/1981,19.532032
12/22/1981,17.858511
12/23/1981,16.273666
12/24/1981,15.016057
12/25/1981,14.542935
12/26/1981,15.999919
12/27/1981,18.950886
12/28/1981,21.424114
12/29/1981,22.88879
12/30/1981,23.72833
12/31/1981,23.709332
1/1/1982,24.837948
1/2/1982,32.78759
1/3/1982,45.32443
1/4/1982,52.974957
1/5/1982,62.841724
1/6/1982,78.10948
1/7/1982,85.13917
1/8/1982,85.470345
1/9/1982,81.234375
1/10/1982,76.264786
1/11/1982,67.22245
1/12/1982,55.087597
1/13/1982,45.185448
1/14/1982,39.15026
1/15/1982,37.23864
1/16/1982,35.595425
1/17/1982,32.47107
1/18/1982,30.683748
1/19/1982,31.31034
1/20/1982,31.185368
1/21/1982,29.154873
1/22/1982,27.346691
1/23/1982,28.363422
1/24/1982,31.296173
1/25/1982,37.164967
1/26/1982,44.628456
1/27/1982,49.49166
1/28/1982,50.30435
1/29/1982,47.974472
1/30/1982,42.036324
1/31/1982,34.72285
2/1/1982,27.74131
2/2/1982,24.79199
2/3/1982,29.347366
2/4/1982,49.223015
2/5/1982,73.781685
2/6/1982,79.64254
2/7/1982,77.377426
2/8/1982,83.355194
2/9/1982,75.24061
2/10/1982,65.8519
2/11/1982,63.7534
2/12/1982,65.16942
2/13/1982,63.11183
2/14/1982,59.481434
2/15/1982,57.423466
2/16/1982,49.24606
2/17/1982,47.73046
2/18/1982,56.081875
2/19/1982,65.10811
2/20/1982,67.81315
2/21/1982,65.07772
2/22/1982,61.31941
2/23/1982,57.61766
2/24/1982,51.030277
2/25/1982,42.939175
2/26/1982,36.154633
2/27/1982,34.198456
2/28/1982,41.91467
3/1/1982,53.574753
3/2/1982,64.61178
