dateTime,discharge_m3s
1/18/1955,28.31684659
1/19/1955,28.88318352
1/20/1955,15.06456239
1/21/1955,8.495053978
1/22/1955,7.305746421
1/23/1955,6.824360029
1/24/1955,8.155251818
1/25/1955,6.14475571
1/26/1955,4.587329148
1/27/1955,3.90772483
1/28/1955,3.964358523
1/29/1955,4.304160682
1/30/1955,3.398021591
1/31/1955,2.916635199
2/1/1955,2.66178358
2/2/1955,2.435248807
2/3/1955,2.293664574
2/4/1955,2.152080341
2/5/1955,36.24556364
2/6/1955,79.00400199
2/7/1955,48.42180767
2/8/1955,21.52080341
2/9/1955,10.47723324
2/10/1955,7.503964347
2/11/1955,6.767726335
2/12/1955,5.06871554
2/13/1955,3.964358523
2/14/1955,3.539605824
2/15/1955,3.313071051
2/16/1955,3.114853125
2/17/1955,2.916635199
2/18/1955,2.718417273
2/19/1955,2.463565654
2/20/1955,2.321981421
2/21/1955,2.152080341
2/22/1955,10.19406477
2/23/1955,13.98852222
2/24/1955,7.305746421
2/25/1955,4.474061762
2/26/1955,3.369704744
2/27/1955,2.973268892
2/28/1955,2.66178358
3/1/1955,2.520199347
3/2/1955,2.208714034
3/3/1955,2.010496108
3/4/1955,1.812278182
3/5/1955,1.670693949
3/6/1955,1.670693949
3/7/1955,1.472476023
3/8/1955,1.274258097
3/9/1955,1.104357017
3/10/1955,0.962772784
3/11/1955,0.991089631
3/12/1955,0.934455938
3/13/1955,0.906139091
3/14/1955,0.792871705
3/15/1955,0.679604318
3/16/1955,0.679604318
3/17/1955,0.622970625
3/18/1955,0.622970625
3/19/1955,0.566336932
3/20/1955,0.622970625
3/21/1955,0.622970625
3/22/1955,0.622970625
3/23/1955,0.622970625
3/24/1955,0.622970625
3/25/1955,0.594653778
3/26/1955,0.538020085
3/27/1955,0.453069545
3/28/1955,0.424752699
3/29/1955,0.424752699
3/30/1955,0.424752699
3/31/1955,0.424752699
4/1/1955,0.424752699
4/2/1955,0.651287472
4/3/1955,1.07604017
4/4/1955,1.047723324
4/5/1955,0.906139091
4/6/1955,0.707921165
4/7/1955,0.622970625
4/8/1955,0.566336932
4/9/1955,0.566336932
4/10/1955,103.6396585
4/11/1955,97.97628921
4/12/1955,35.39605824
4/13/1955,144.1327492
4/14/1955,133.089179
4/15/1955,31.99803665
4/16/1955,14.72476023
4/17/1955,9.797628921
4/18/1955,7.135845341
4/19/1955,5.295250313
4/20/1955,4.247526989
4/21/1955,3.794457443
4/22/1955,3.482972131
4/23/1955,2.916635199
4/24/1955,2.520199347
4/25/1955,2.095446648
4/26/1955,1.699010796
4/27/1955,1.472476023
4/28/1955,1.274258097
4/29/1955,1.104357017
4/30/1955,0.962772784
5/1/1955,0.877822244
5/2/1955,0.736238011
5/3/1955,0.679604318
5/4/1955,0.622970625
5/5/1955,0.566336932
5/6/1955,0.509703239
5/7/1955,0.481386392
5/8/1955,0.453069545
5/9/1955,0.424752699
5/10/1955,0.424752699
5/11/1955,0.339802159
5/12/1955,0.339802159
5/13/1955,0.311485313
5/14/1955,0.339802159
5/15/1955,0.368119006
5/16/1955,0.481386392
5/17/1955,0.594653778
5/18/1955,0.679604318
5/19/1955,1.642377102
5/20/1955,6.682775796
5/21/1955,17.18832588
5/22/1955,7.64554858
5/23/1955,3.681190057
5/24/1955,2.435248807
5/25/1955,1.529109716
5/26/1955,1.104357017
5/27/1955,0.821188551
5/28/1955,0.622970625
5/29/1955,0.651287472
5/30/1955,0.481386392
5/31/1955,0.424752699
6/1/1955,0.396435852
6/2/1955,0.339802159
6/3/1955,0.283168466
6/4/1955,0.243524881
6/5/1955,0.243524881
6/6/1955,0.283168466
6/7/1955,0.260514989
6/8/1955,0.260514989
6/9/1955,0.243524881
6/10/1955,0.396435852
6/11/1955,0.311485313
6/12/1955,0.212376349
6/13/1955,0.212376349
6/14/1955,0.212376349
6/15/1955,0.212376349
6/16/1955,0.212376349
6/17/1955,0.368119006
6/18/1955,1.104357017
6/19/1955,0.651287472
6/20/1955,0.396435852
6/21/1955,0.311485313
6/22/1955,0.212376349
6/23/1955,0.212376349
6/24/1955,0.181227818
6/25/1955,0.181227818
6/26/1955,0.181227818
6/27/1955,0.212376349
6/28/1955,0.229366457
6/29/1955,0.368119006
6/30/1955,0.229366457
7/1/1955,0.195386241
7/2/1955,1.585743409
7/3/1955,0.707921165
7/4/1955,0.424752699
7/5/1955,0.339802159
7/6/1955,0.229366457
7/7/1955,0.181227818
7/8/1955,0.147247602
7/9/1955,0.181227818
7/10/1955,1.783961335
7/11/1955,3.313071051
7/12/1955,2.010496108
7/13/1955,7.702182273
7/14/1955,5.720003012
7/15/1955,5.436834546
7/16/1955,2.57683304
7/17/1955,1.472476023
7/18/1955,5.465151392
7/19/1955,4.360794375
7/20/1955,3.058219432
7/21/1955,7.305746421
7/22/1955,12.31782827
7/23/1955,9.457826762
7/24/1955,5.181982926
7/25/1955,2.57683304
7/26/1955,2.633466733
7/27/1955,5.550101932
7/28/1955,3.90772483
7/29/1955,2.463565654
7/30/1955,7.390696961
7/31/1955,8.126934972
8/1/1955,28.00536128
8/2/1955,120.6297665
8/3/1955,64.56241023
8/4/1955,23.72951744
8/5/1955,10.47723324
8/6/1955,6.201389404
8/7/1955,4.190893296
8/8/1955,25.23031031
8/9/1955,28.88318352
8/10/1955,10.13743108
8/11/1955,5.606735625
8/12/1955,4.190893296
8/13/1955,4.417428068
8/14/1955,3.058219432
8/15/1955,2.57683304
8/16/1955,2.208714034
8/17/1955,1.755644489
8/18/1955,1.33089179
8/19/1955,1.104357017
8/20/1955,0.906139091
8/21/1955,0.764554858
8/22/1955,0.679604318
8/23/1955,0.622970625
8/24/1955,0.566336932
8/25/1955,0.481386392
8/26/1955,0.509703239
8/27/1955,1.07604017
8/28/1955,1.529109716
8/29/1955,1.41584233
8/30/1955,0.934455938
8/31/1955,2.321981421
9/1/1955,2.520199347
9/2/1955,1.07604017
9/3/1955,0.962772784
9/4/1955,0.736238011
9/5/1955,0.679604318
9/6/1955,0.651287472
9/7/1955,0.594653778
9/8/1955,0.509703239
9/9/1955,0.424752699
9/10/1955,0.396435852
